Code AGB;Code CIQUAL;Groupe d'aliment;Sous-groupe d'aliment;Nom du Produit en Français;LCI Name;DQR;Nom et code;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total
19556;19556;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt au lait de chèvre, nature, 5% MG environ;Yogurt, goat's milk, plain, around 5% fat;2,49;Yaourt au lait de chèvre, nature, 5% MG environ (19556);1,12;0,15;0,18;0,19;0,04;0,01;1,68
19559;19559;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG;Yogurt, fermented milk or dairy specialty, flavoured, with sweetener, fat free;2,34;Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG (19559);0,87;0,17;0,18;0,20;0,04;0,01;1,46
19575;19575;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré;Yogurt, fermented milk or dairy specialty, flavoured, with sugar;1,9;Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré (19575);0,87;0,17;0,18;0,20;0,04;0,01;1,46
19577;19577;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, à la crème;Yogurt, fermented milk or dairy specialty, flavoured, w sugar, with cream;1,9;Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, à la crème (19577);0,94;0,18;0,18;0,20;0,04;0,01;1,54
19579;19579;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt, lait fermenté ou spécialité laitière, aux céréales;Yogurt, fermented milk or dairy specialty, w cereals;1,99;Yaourt, lait fermenté ou spécialité laitière, aux céréales (19579);1,63;0,15;0,18;0,20;0,04;0,01;2,20
19558;19558;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt, lait fermenté ou spécialité laitière, aux céréales, 0% MG;Yogurt, fermented milk or dairy specialty, with cereals, fat free;2,43;Yaourt, lait fermenté ou spécialité laitière, aux céréales, 0% MG (19558);1,63;0,15;0,18;0,20;0,04;0,01;2,20
19580;19580;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt, lait fermenté ou spécialité laitière, aux copeaux de chocolat, à la crème, sucré;Yogurt, fermented milk or dairy specialty, with chocolate shavings, with cream, with sugar;2,5;Yaourt, lait fermenté ou spécialité laitière, aux copeaux de chocolat, à la crème, sucré (19580);1,78;3,32;0,18;0,23;0,04;0,01;5,55
19581;19581;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG;Yogurt, fermented milk or dairy specialty, with fruits, with sweetener, fat free;3,17;Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG (19581);1,53;0,15;0,18;0,24;0,04;0,01;2,14
19582;19582;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D;Yogurt, fermented milk or dairy specialty, with fruits, with sweetener, fat free, fortified with vitamin D;3,61;Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D (19582);1,53;0,15;0,18;0,24;0,04;0,01;2,14
19587;19587;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré;Yogurt, fermented milk or dairy specialty, w fruits, with sugar;3,17;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré (19587);1,53;0,15;0,18;0,24;0,04;0,01;2,14
19589;19589;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, à la crème;Yogurt, fermented milk or dairy specialty, w fruits, with sugar, with cream;3,61;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, à la crème (19589);1,53;0,15;0,18;0,24;0,04;0,01;2,14
19592;19592;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, enrichi en vitamine D;Yogurt, fermented milk or dairy specialty, with fruits, with sugar, fortified with vitamin D;3,61;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, enrichi en vitamine D (19592);1,53;0,15;0,18;0,24;0,04;0,01;2,14
19593;19593;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt, lait fermenté ou spécialité laitière, nature;Yogurt, fermented milk or dairy specialty, plain;2,04;Yaourt, lait fermenté ou spécialité laitière, nature (19593);1,55;0,15;0,18;0,20;0,04;0,01;2,12
19594;19594;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG;Yogurt, fermented milk or dairy specialty, plain, fat free;2,48;Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG (19594);1,55;0,15;0,18;0,20;0,04;0,01;2,12
19598;19598;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt, lait fermenté ou spécialité laitière, nature, à la crème;Yogurt, fermented milk or dairy specialty, plain, w cream;1,9;Yaourt, lait fermenté ou spécialité laitière, nature, à la crème (19598);1,55;0,17;0,18;0,20;0,04;0,01;2,14
19599;19599;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt, lait fermenté ou spécialité laitière, nature, sucré;Yogurt, fermented milk or dairy specialty, plain, w sugar;1,9;Yaourt, lait fermenté ou spécialité laitière, nature, sucré (19599);0,94;0,16;0,18;0,20;0,04;0,01;1,52
16415;16415;matières grasses;beurres;Beurre à 39-41% MG, léger, doux;Butter, light, 39-41% fat, unsalted;3,65;Beurre à 39-41% MG, léger, doux (16415);5,69;0,08;0,18;0,26;0,04;0,01;6,25
16411;16411;matières grasses;beurres;Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel;Butter, 60-62% fat, light, lightly salted;3,65;Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel (16411);6,67;0,07;0,18;0,24;0,04;0,01;7,20
16410;16410;matières grasses;beurres;Beurre à 60-62% MG, à teneur réduite en matière grasse, doux;Butter, 60-62% fat, light, unsalted;3,65;Beurre à 60-62% MG, à teneur réduite en matière grasse, doux (16410);6,70;0,06;0,18;0,24;0,04;0,01;7,23
16402;16402;matières grasses;beurres;Beurre à 80% MG, demi-sel;Butter, 80% fat, lightly salted;2,69;Beurre à 80% MG, demi-sel (16402);7,30;0,06;0,18;0,23;0,04;0,01;7,82
16403;16403;matières grasses;beurres;Beurre à 80% MG, salé;Butter, 80% fat, salted;2,69;Beurre à 80% MG, salé (16403);7,30;0,06;0,18;0,23;0,04;0,01;7,82
16400;16400;matières grasses;beurres;Beurre à 82% MG, doux;Butter, 82% fat, unsalted;2,69;Beurre à 82% MG, doux (16400);7,38;0,05;0,18;0,23;0,04;0,01;7,89
16404;16404;matières grasses;beurres;Beurre à 82% MG, doux, tendre;Butter, 82% fat, unsalted, easy-to-spread;3,17;Beurre à 82% MG, doux, tendre (16404);7,38;0,05;0,18;0,23;0,04;0,01;7,89
16030;16030;matières grasses;huiles et graisses végétales;Beurre de cacao;Cocoa butter;2,53;Beurre de cacao (16030);7,47;19,00;0,18;0,42;0,02;0,00;27,10
16550;16550;matières grasses;autres matières grasses;Graisse de canard;Duck fat;2,96;Graisse de canard (16550);1,07;0,21;0,18;0,20;0,04;0,01;1,71
16570;16570;matières grasses;autres matières grasses;Graisse de dinde;Turkey fat;2,96;Graisse de dinde (16570);1,07;0,21;0,18;0,20;0,04;0,01;1,71
16540;16540;matières grasses;autres matières grasses;Graisse de poulet;Chicken fat;2,96;Graisse de poulet (16540);1,07;0,21;0,18;0,20;0,04;0,01;1,71
16560;16560;matières grasses;autres matières grasses;Graisse d'oie;Goose fat;2,96;Graisse d'oie (16560);1,07;0,21;0,18;0,20;0,04;0,01;1,71
17700;17700;matières grasses;huiles et graisses végétales;Huile combinée (mélange d'huiles);Combined oil (blended vegetable oils);3,27;Huile combinée (mélange d'huiles) (17700);2,24;0,29;0,18;0,29;0,02;0,00;3,02
17701;17701;matières grasses;huiles et graisses végétales;Huile combinée, mélange d'huile d'olive et de graines;Combined oil (mix of olive oil and seeds oil);3,7;Huile combinée, mélange d'huile d'olive et de graines (17701);1,96;0,26;0,18;0,30;0,02;0,00;2,72
17040;17040;matières grasses;huiles et graisses végétales;Huile d'arachide;Peanut oil;1,61;Huile d'arachide (17040);3,06;0,79;0,18;0,22;0,02;0,00;4,26
17100;17100;matières grasses;huiles et graisses végétales;Huile d'avocat;Avocado oil;2,97;Huile d'avocat (17100);3,90;0,04;0,67;0,27;0,02;0,00;4,88
16401;16401;matières grasses;beurres;Huile de beurre ou Beurre concentré;Butter oil or concentrated butter;3,65;Huile de beurre ou Beurre concentré (16401);7,38;0,05;0,18;0,23;0,04;0,01;7,89
17130;17130;matières grasses;huiles et graisses végétales;Huile de colza;Rapeseed oil;1,39;Huile de colza (17130);2,58;0,13;0,18;0,33;0,02;0,00;3,24
17170;17170;matières grasses;huiles et graisses végétales;Huile de coton;Cottonseed oil;4,08;Huile de coton (17170);1,95;0,15;0,18;0,19;0,02;0,00;2,49
17630;17630;matières grasses;huiles de poissons;Huile de foie de morue;Cod liver oil;4,02;Huile de foie de morue (17630);0,00;1,30;0,18;0,11;0,02;0,00;1,60
17650;17650;matières grasses;huiles de poissons;Huile de hareng;Herring oil;4,02;Huile de hareng (17650);0,00;1,30;0,18;0,11;0,02;0,00;1,60
17180;17180;matières grasses;huiles et graisses végétales;Huile de lin;Linseed oil;1,61;Huile de lin (17180);0,27;2,76;0,18;0,34;0,02;0,00;3,56
17190;17190;matières grasses;huiles et graisses végétales;Huile de maïs;Maize/corn oil;2,8;Huile de maïs (17190);2,90;0,30;0,18;0,18;0,02;0,00;3,57
17210;17210;matières grasses;huiles et graisses végétales;Huile de noisette;Hazelnut oil;1,67;Huile de noisette (17210);7,39;0,36;0,18;0,25;0,02;0,00;8,20
16150;16150;matières grasses;huiles et graisses végétales;Huile de palme raffinée;Palm oil, refined;2,49;Huile de palme raffinée (16150);5,21;0,07;0,18;0,62;0,02;0,00;6,09
16129;16129;matières grasses;huiles et graisses végétales;Huile de palme, sans précision;Palm oil;1,61;Huile de palme, sans précision (16129);5,09;0,03;0,18;0,29;0,02;0,00;5,60
17350;17350;matières grasses;huiles et graisses végétales;Huile de pépins de raisin;Grapeseed oil;1,59;Huile de pépins de raisin (17350);0,00;0,47;0,18;0,62;0,02;0,00;1,29
17640;17640;matières grasses;huiles de poissons;Huile de sardine;Sardine oil;4,02;Huile de sardine (17640);0,00;1,30;0,18;0,11;0,02;0,00;1,60
17645;17645;matières grasses;huiles de poissons;Huile de saumon;Salmon oil;4,02;Huile de saumon (17645);0,00;1,30;0,18;0,11;0,02;0,00;1,60
17400;17400;matières grasses;huiles et graisses végétales;Huile de sésame;Sesame oil;3,74;Huile de sésame (17400);2,58;0,13;0,18;0,33;0,02;0,00;3,24
17420;17420;matières grasses;huiles et graisses végétales;Huile de soja;Soy oil;1,62;Huile de soja (17420);1,91;0,14;0,18;0,41;0,02;0,00;2,65
17440;17440;matières grasses;huiles et graisses végétales;Huile de tournesol;Sunflower oil;1,61;Huile de tournesol (17440);1,95;0,21;0,18;0,23;0,02;0,00;2,58
17270;17270;matières grasses;huiles et graisses végétales;Huile d'olive vierge extra;Olive oil, extra virgin;1,61;Huile d'olive vierge extra (17270);0,49;0,08;0,18;0,24;0,02;0,00;1,00
16128;16128;matières grasses;huiles et graisses végétales;Huile pour friture, sans précision;Frying oil;1,61;Huile pour friture, sans précision (16128);2,08;0,19;0,18;0,25;0,02;0,00;2,71
16530;16530;matières grasses;autres matières grasses;Lard gras, cru;Pork fat, raw;2,11;Lard gras, cru (16530);1,12;0,06;0,18;0,19;0,04;0,01;1,59
16713;16713;matières grasses;beurres;"Matière grasse laitière à 20% MG, légère, ""à tartiner"", doux";Dairy fat 20% fat, light, spreadable, unsalted;3,65;"Matière grasse laitière à 20% MG, légère, ""à tartiner"", doux (16713)";3,90;0,11;0,18;0,29;0,04;0,01;4,53
16712;16712;matières grasses;beurres;"Matière grasse laitière à 25% MG, légère, ""à tartiner"", doux";Dairy fat 25% fat, light, spreadable, unsalted;3,65;"Matière grasse laitière à 25% MG, légère, ""à tartiner"", doux (16712)";4,48;0,10;0,18;0,28;0,04;0,01;5,08
16743;16743;matières grasses;margarines;Matière grasse mélangée (végétale et laitière) à 50-63% MG;Blended fat (vegetable and animal origins), 50-63% fat;3,22;Matière grasse mélangée (végétale et laitière) à 50-63% MG (16743);2,73;0,08;0,18;0,25;0,04;0,01;3,29
16744;16744;matières grasses;margarines;Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel;Blended fat (vegetable and animal origins), 50-63% fat, lightly salted;3,22;Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel (16744);2,73;0,08;0,18;0,25;0,04;0,01;3,29
16745;16745;matières grasses;margarines;Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG;Blended fat (vegetable and animal origins), spreadable, 30-40% fat;3,22;Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG (16745);2,22;0,09;0,18;0,26;0,04;0,01;2,80
16746;16746;matières grasses;margarines;Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG, demi-sel;Blended fat (vegetable and animal origins), spreadable, 30-40% fat, lightly salted;3,22;Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG, demi-sel (16746);2,22;0,09;0,18;0,26;0,04;0,01;2,80
16080;16080;matières grasses;huiles et graisses végétales;Matière grasse ou graisse végétale solide (type margarine) pour friture;Solid vegetable fat (margarine type), for frying;3,31;Matière grasse ou graisse végétale solide (type margarine) pour friture (16080);1,96;0,26;0,18;0,38;0,04;0,01;2,83
16742;16742;matières grasses;margarines;Matière grasse végétale (type margarine) à 30-40% MG, légère, demi-sel, aux esters de stérol végétal;Vegetable fat (margarine type), spreadable, 30-40% fat, light, lightly salted, with plant sterols esters;2,51;Matière grasse végétale (type margarine) à 30-40% MG, légère, demi-sel, aux esters de stérol végétal (16742);1,70;0,06;0,18;0,35;0,04;0,01;2,34
16738;16738;matières grasses;margarines;Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel;Vegetable fat (margarine type), 50-63% fat, light, lightly salted;2,51;Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel (16738);2,48;0,09;0,18;0,43;0,04;0,01;3,23
16740;16740;matières grasses;margarines;Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel, riche en oméga 3;Vegetable fat (margarine type), spreadable, 50-63% fat, light, lightly salted, rich in omega 3;2,51;Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel, riche en oméga 3 (16740);2,36;0,08;0,18;0,42;0,04;0,01;3,09
16741;16741;matières grasses;margarines;Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux;Vegetable fat (margarine type), spreadable, 50-63% fat, light, unsalted;3,31;Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux (16741);1,35;0,21;0,18;0,32;0,04;0,01;2,11
16739;16739;matières grasses;margarines;Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, aux esters de stérol végétal;Vegetable fat (margarine type), spreadable, 50-63% fat, light, unsalted, with plant sterols esters;3,31;Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, aux esters de stérol végétal (16739);1,43;0,22;0,18;0,33;0,04;0,01;2,20
16737;16737;matières grasses;margarines;Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, riche en oméga 3;Vegetable fat (margarine type), spreadable, 50-63% fat, light, unsalted, rich in omega 3;3,31;Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, riche en oméga 3 (16737);1,35;0,21;0,18;0,32;0,04;0,01;2,11
16654;16654;matières grasses;margarines;Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux;Vegetable fat (margarine type), 60% fat, unsalted, sunflowerseed;3,31;Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux (16654);1,56;0,21;0,18;0,34;0,04;0,01;2,34
16616;16616;matières grasses;margarines;Matière grasse végétale (type margarine) à 70% MG, doux;Vegetable fat (margarine type), 70% fat, unsalted;3,31;Matière grasse végétale (type margarine) à 70% MG, doux (16616);1,72;0,22;0,18;0,36;0,04;0,01;2,53
16614;16614;matières grasses;margarines;Matière grasse végétale (type margarine) à 80% MG, salé;Vegetable fat (like margarine), 80% fat, salted;2,51;Matière grasse végétale (type margarine) à 80% MG, salé (16614);3,23;0,12;0,18;0,51;0,04;0,01;4,08
16734;16734;matières grasses;margarines;Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel;Vegetable fat (margarine type), spreadable, 30-40% fat, light, lightly salted;2,51;Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel (16734);1,80;0,06;0,18;0,36;0,04;0,01;2,45
16733;16733;matières grasses;margarines;Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux;Vegetable fat (margarine type), spreadable, 30-40% fat, light, unsalted;3,31;Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux (16733);1,16;0,19;0,18;0,31;0,04;0,01;1,88
16736;16736;matières grasses;margarines;Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux, riche en oméga 3;Vegetable fat (margarine type), spreadable, 30-40% fat, light, unsalted, rich in omega 3;3,31;Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux, riche en oméga 3 (16736);1,02;0,19;0,18;0,29;0,04;0,01;1,73
16615;16615;matières grasses;margarines;Matière grasse végétale ou margarine, 80% MG, doux;Vegetable fat (margarine type), 80% fat, unsalted;3,31;Matière grasse végétale ou margarine, 80% MG, doux (16615);1,75;0,24;0,18;0,36;0,04;0,01;2,57
